isin,symbol,action_type,raw_subject,ratio_factor,ex_date,source
INE002A01018,RELIANCE,bonus,Bonus 1:1,2.0,2024-10-28,nse_corp_actions:equities
INE002A01018,RELIANCE,bonus,Bonus 1:1,2.0,2017-09-07,nse_corp_actions:equities
INE002A01018,RELIANCE,bonus,Bonus 1:1,2.0,2009-11-26,nse_corp_actions:equities
INE474C01015,REMSONSIND,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2024-07-05,nse_corp_actions:equities
452745,REMUS,bonus,BONUS 1:1,2.0,2025-07-04,nse_corp_actions:sme
413818,REMUS,bonus,BONUS 3:1,4.0,2024-06-06,nse_corp_actions:sme
INE087H01022,RENUKA,bonus,Bonus 1:1,2.0,2010-03-15,nse_corp_actions:equities
INE087H01022,RENUKA,split,Fv Split Rs.10/- To Re.1/,10.0,2008-04-10,nse_corp_actions:equities
INE774I01015,RESURGERE,bonus+split,Annual General Meeting/Bonus 2:1/Face Value Split From Rs.10/- To Re.1/-,30.0,2010-09-15,nse_corp_actions:equities
INE722H01016,RGL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2022-07-19,nse_corp_actions:equities
INE320J01015,RITES,bonus,Bonus 1:1,2.0,2024-09-20,nse_corp_actions:equities
INE320J01015,RITES,bonus,Bonus  1:4,1.25,2019-08-08,nse_corp_actions:equities
INE399G01015,RKFORGE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2022-03-14,nse_corp_actions:equities
INE219Y01018,RMDRIP,bonus,Bonus 5:7,1.714286,2026-04-10,nse_corp_actions:equities
INE219Y01018,RMDRIP,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2025-09-26,nse_corp_actions:equities
,RMMIL,split,Yahoo Finance (Ratio: 0.1),0.1,2012-06-14,yfinance
,RMMIL,split,Yahoo Finance (Ratio: 10.0),10.0,2010-09-15,yfinance
INE012Q01021,RNBDENIMS,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2026-04-02,nse_corp_actions:equities
INE012Q01021,RNBDENIMS,bonus,Bonus 1:2,1.5,2026-04-02,nse_corp_actions:equities
INE645S01016,ROLEXRINGS,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2025-10-17,nse_corp_actions:equities
,ROLEXRINGS,split,Yahoo Finance (Ratio: 10.0),10.0,2025-10-03,yfinance
,ROLEXRINGS,split,Yahoo Finance (Ratio: 10.0),10.0,2025-09-19,yfinance
INE293A01013,ROLTA,bonus,Bonus 1 : 1,2.0,2008-01-24,nse_corp_actions:equities
,ROML,split,Yahoo Finance (Ratio: 0.05),0.05,2018-06-28,yfinance
INE535D01029,ROTO,bonus,Bonus 2:1,3.0,2025-07-11,nse_corp_actions:equities
INE535D01029,ROTO,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2024-11-08,nse_corp_actions:equities
INE535D01029,ROTO,bonus,Bonus 1:1,2.0,2023-07-07,nse_corp_actions:equities
INE912T01018,RPEL,bonus,Bonus 1:1,2.0,2024-11-29,nse_corp_actions:equities
,RPEL,split,Yahoo Finance (Ratio: 2.0),2.0,2024-11-14,yfinance
INE614G01033,RPOWER,bonus,Bonus 3:5,1.6,2008-05-30,nse_corp_actions:equities
INE760W01015,RPPL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2.0,2024-09-17,nse_corp_actions:equities
INE760W01015,RPPL,bonus,Bonus 2:1,3.0,2024-02-26,nse_corp_actions:equities
INE165B01011,RSSOFTWARE,split,Interim Dividend - Rs 1.50/- Per Share / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share (Purpose Revised),0.15,2015-01-21,nse_corp_actions:equities
INE165B01011,RSSOFTWARE,bonus,Bonus 28:100,1.28,2010-06-21,nse_corp_actions:equities
INE411H01024,RSYSTEMS,split,Face Value Split From Rs 10/- To Re 1/- Per Share,10.0,2014-02-26,nse_corp_actions:equities
INE301D01018,RUBYMILLS,bonus,Bonus 1:1,2.0,2022-09-23,nse_corp_actions:equities
INE301D01018,RUBYMILLS,bonus,Bonus 1:1,2.0,2015-10-21,nse_corp_actions:equities
INE301D01018,RUBYMILLS,split,Face Value Split From Rs 10 To Rs 5,2.0,2012-11-22,nse_corp_actions:equities
INE803H01014,RUCHIRA,bonus,Bonus 1:10,1.1,2022-10-10,nse_corp_actions:equities
INE619A01027,RUCHISOYA,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-10-29,nse_corp_actions:equities
INE573K01017,RUSHIL,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2024-08-09,nse_corp_actions:equities
INE226H01018,SADBHAV,split,Face Value Split From Rs.10/- To Re.1/-,10.0,2010-12-07,nse_corp_actions:equities
INE888C01040,SADHNANIQ,bonus,Bonus 2:9,1.222222,2023-07-05,nse_corp_actions:equities
INE429E01023,SAFARI,bonus,Bonus 1:1,2.0,2023-12-12,nse_corp_actions:equities
INE976T01013,SAGARDEEP,bonus,Bonus 1:2,1.5,2020-10-05,nse_corp_actions:equities
INE229C01013,SAGCEM,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2021-08-17,nse_corp_actions:equities
438217,SAHAJSOLAR,bonus,BONUS 1:1,2.0,2025-04-02,nse_corp_actions:sme
440550,SAIFL,bonus,BONUS 4:1,5.0,2025-06-11,nse_corp_actions:sme
INE667G01015,SAKSOFT,bonus,Bonus 1:4,1.25,2024-09-19,nse_corp_actions:equities
INE667G01015,SAKSOFT,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2022-09-23,nse_corp_actions:equities
INE190H01016,SAKUMA,bonus,Bonus 4:1,5.0,2024-08-09,nse_corp_actions:equities
INE190H01016,SAKUMA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2018-11-12,nse_corp_actions:equities
INE170V01019,SALASAR,bonus,Bonus 4:1,5.0,2024-02-01,nse_corp_actions:equities
INE170V01019,SALASAR,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 1/- Per Share,10.0,2022-06-27,nse_corp_actions:equities
INE170V01019,SALASAR,bonus,Bonus 1:1,2.0,2021-07-13,nse_corp_actions:equities
240724,SANCO,bonus,BONUS 1:5,1.2,2016-08-10,nse_corp_actions:sme
INE149K01016,SANDUMA,bonus,Bonus 2:1,3.0,2025-09-22,nse_corp_actions:equities
INE149K01016,SANDUMA,bonus,Bonus 5:1,6.0,2024-02-02,nse_corp_actions:equities
INE989A01024,SANGHVIMOV,split,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,2.0,2024-09-27,nse_corp_actions:equities
INE989A01024,SANGHVIMOV,split,Fv Split Rs.10/- To Rs.2/,5.0,2007-08-23,nse_corp_actions:equities
INE890C01046,SANWARIA,bonus,Bonus 1:1,2.0,2017-07-03,nse_corp_actions:equities
INE890C01046,SANWARIA,bonus,Bonus 1:1,2.0,2011-04-07,nse_corp_actions:equities
INE890C01046,SANWARIA,bonus,Bonus 1:1,2.0,2008-09-26,nse_corp_actions:equities
INE890C01046,SANWARIA,split,Fv Split Rs.2/- To Re.1/-,2.0,2008-02-04,nse_corp_actions:equities
INE890C01046,SANWARIA,split,Fv Split Rs.5/- To Rs.2/,2.5,2006-12-08,nse_corp_actions:equities
INE806T01012,SAPPHIRE,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,5.0,2024-09-05,nse_corp_actions:equities
INE385C01013,SARDAEN,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2023-08-04,nse_corp_actions:equities
INE979A01017,SAREGAMA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2022-04-26,nse_corp_actions:equities
INE453D01017,SARLAPOLY,split,Face Value Split From Rs 10 To Re 1 (Record Date Revised),10.0,2015-10-29,nse_corp_actions:equities
INE324X01018,SARVESHWAR,bonus,Bonus 2:1,3.0,2023-09-15,nse_corp_actions:equities
INE324X01018,SARVESHWAR,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2023-09-15,nse_corp_actions:equities
INE170E01015,SATIA,split,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,10.0,2019-10-15,nse_corp_actions:equities
INE104E01014,SAVERA,bonus,Bonus 1:1,2.0,2010-10-25,nse_corp_actions:equities
